id_actuador,fecha_medicion,tiempo_uso_acumulado_h,ciclos_activacion_M,numero_reparaciones,fallos_temporales,temp_operacional_promedio_C,temp_maxima_alcanzada_C,dias_ultima_calibracion,dias_ultimo_servicio,numero_logs_error
A1_Cadera_Derecha,2024-01-28,3465.78,30.32,5,16,58.95,67.88,205,311,100
A1_Cadera_Derecha,2024-01-29,3474.29,30.94,3,14,60.32,69.34,242,349,100
A1_Cadera_Derecha,2024-01-30,3477.55,30.69,5,17,60.17,66.26,266,301,100
A1_Cadera_Derecha,2024-01-31,3785.5,34.02,2,13,62.3,70.97,268,295,97
A1_Cadera_Derecha,2024-02-01,3326.85,28.87,2,13,61.39,70.15,267,333,99
A1_Cadera_Derecha,2024-02-02,3307.8,30.71,3,15,58.16,68.28,245,277,100
A1_Cadera_Derecha,2024-02-03,3253.52,29.36,5,17,61.82,74.44,226,330,100
A1_Cadera_Derecha,2024-02-04,3510.88,30.45,5,15,60.08,70.11,221,322,100
A1_Cadera_Derecha,2024-02-05,3603.22,31.74,3,14,63.04,71.58,252,315,100
A1_Cadera_Derecha,2024-02-06,3379.49,31.04,2,14,60.0,70.39,253,364,100
A1_Cadera_Derecha,2024-02-07,3248.77,30.37,5,16,59.98,72.47,273,302,100
A1_Cadera_Derecha,2024-02-08,3251.59,31.56,4,16,61.87,70.51,269,365,100
A1_Cadera_Derecha,2024-02-09,3517.11,34.89,3,15,62.22,70.99,242,313,100
A1_Cadera_Derecha,2024-02-10,3533.79,32.54,5,16,61.72,73.28,217,284,100
A1_Cadera_Derecha,2024-02-11,3497.77,30.81,2,14,58.3,68.38,237,321,100
A1_Cadera_Derecha,2024-02-12,3280.21,27.69,2,14,61.86,73.59,249,289,100
A1_Cadera_Derecha,2024-02-13,3441.79,31.56,5,15,59.35,69.82,240,298,100
A1_Cadera_Derecha,2024-02-14,3421.0,30.29,2,15,61.38,73.21,232,331,100
A1_Cadera_Derecha,2024-02-15,3439.36,30.85,3,13,58.72,67.26,250,335,95
A1_Cadera_Derecha,2024-02-16,3556.86,31.72,5,14,61.71,72.19,233,302,100
A1_Cadera_Derecha,2024-02-17,3440.25,31.13,4,14,59.71,69.81,231,347,100
A1_Cadera_Derecha,2024-02-18,3522.2,33.09,2,11,58.95,67.14,251,352,90
A1_Cadera_Derecha,2024-02-19,3412.16,31.18,4,15,62.14,69.67,236,360,100
A1_Cadera_Derecha,2024-02-20,3452.04,31.22,3,14,61.39,73.19,250,334,100
A1_Cadera_Derecha,2024-02-21,3513.63,30.91,4,15,60.02,69.85,251,358,100
A1_Cadera_Derecha,2024-02-22,3137.71,26.85,3,15,63.32,71.88,219,267,100
A1_Cadera_Derecha,2024-02-23,3342.46,29.9,1,12,60.29,70.61,234,311,91
A1_Cadera_Derecha,2024-02-24,3315.33,30.09,1,13,61.05,73.69,276,295,92
A1_Cadera_Derecha,2024-02-25,3285.0,31.63,4,15,61.43,67.6,219,323,100
A1_Cadera_Derecha,2024-02-26,3350.47,30.59,0,11,60.01,67.66,198,303,82
A1_Cadera_Derecha,2024-02-27,3669.09,34.34,1,9,61.75,70.5,204,315,80
A1_Cadera_Derecha,2024-02-28,3244.15,28.99,3,14,60.15,73.42,245,365,100
A1_Cadera_Derecha,2024-02-29,3574.29,31.31,5,14,60.34,71.38,245,315,100
A1_Cadera_Derecha,2024-03-01,3097.08,27.19,1,12,63.18,75.14,242,331,89
A1_Cadera_Derecha,2024-03-02,3339.72,29.64,4,15,59.34,67.67,271,313,100
A1_Cadera_Derecha,2024-03-03,3429.3,33.3,2,14,57.14,65.51,186,322,91
A1_Cadera_Derecha,2024-03-04,3505.52,31.05,3,16,63.58,74.93,253,320,100
A1_Cadera_Derecha,2024-03-05,3528.02,32.91,1,13,65.08,75.69,279,332,91
A1_Cadera_Derecha,2024-03-06,3542.8,31.3,3,14,60.35,71.89,220,352,100
A1_Cadera_Derecha,2024-03-07,3337.23,31.27,4,15,57.9,68.04,236,365,100
A1_Cadera_Derecha,2024-03-08,3316.78,30.54,3,13,60.5,71.53,228,328,99
A1_Cadera_Derecha,2024-03-09,3554.44,32.16,4,15,60.54,71.34,225,336,100
A1_Cadera_Derecha,2024-03-10,3365.57,30.56,3,15,60.7,72.67,237,287,100
A1_Cadera_Derecha,2024-03-11,3170.38,28.17,1,11,59.22,71.25,276,317,87
A1_Cadera_Derecha,2024-03-12,3196.01,29.5,4,16,61.93,69.35,285,346,100
A1_Cadera_Derecha,2024-03-13,3234.5,28.95,3,15,61.84,68.07,237,344,100
A1_Cadera_Derecha,2024-03-14,3489.49,30.5,0,10,58.61,71.01,286,325,86
A1_Cadera_Derecha,2024-03-15,3425.64,29.86,2,15,62.12,74.88,245,344,93
A1_Cadera_Derecha,2024-03-16,3524.29,32.21,5,17,64.28,72.85,283,333,100
A1_Cadera_Derecha,2024-03-17,3323.09,31.79,4,15,61.28,68.24,242,353,100
A1_Cadera_Derecha,2024-03-18,3428.54,31.33,5,15,60.46,71.15,247,328,100
A1_Cadera_Derecha,2024-03-19,3512.61,31.81,2,12,60.77,73.04,253,310,95
A1_Cadera_Derecha,2024-03-20,3344.32,30.69,2,13,61.98,75.9,314,329,97
A1_Cadera_Derecha,2024-03-21,3482.22,32.96,2,13,58.23,69.71,263,237,94
A1_Cadera_Derecha,2024-03-22,3280.85,30.05,2,12,61.26,71.06,229,330,96
A1_Cadera_Derecha,2024-03-23,3334.65,29.9,3,14,60.38,69.18,266,217,100
A1_Cadera_Derecha,2024-03-24,3331.29,31.39,2,12,63.96,74.48,237,271,93
A1_Cadera_Derecha,2024-03-25,3184.75,29.38,5,16,60.72,70.65,234,332,100
A1_Cadera_Derecha,2024-03-26,3487.66,33.24,1,12,63.67,72.24,264,333,90
A1_Cadera_Derecha,2024-03-27,3315.51,30.32,2,16,59.23,73.63,245,287,100
A1_Cadera_Derecha,2024-03-28,3402.25,29.71,5,15,61.94,75.83,251,300,100
A1_Cadera_Derecha,2024-03-29,3486.53,30.33,2,15,61.51,74.17,245,358,100
A1_Cadera_Derecha,2024-03-30,3480.38,33.29,3,14,59.61,68.36,252,306,100
A1_Cadera_Derecha,2024-03-31,3519.77,33.72,2,14,61.28,73.41,254,365,100
A1_Cadera_Derecha,2024-04-01,3382.27,30.57,2,14,62.94,74.66,202,319,90
A1_Cadera_Derecha,2024-04-02,3323.81,29.83,2,14,60.48,71.82,259,331,94
A1_Cadera_Derecha,2024-04-03,3385.65,32.24,5,16,58.29,71.17,223,365,100
A1_Cadera_Derecha,2024-04-04,3096.28,27.04,1,14,60.97,72.68,213,323,94
A1_Cadera_Derecha,2024-04-05,3139.52,27.65,5,16,59.56,71.46,243,291,100
A1_Cadera_Derecha,2024-04-06,3161.91,29.39,5,18,60.45,72.16,246,316,100
A1_Cadera_Derecha,2024-04-07,3220.5,28.88,2,12,60.87,72.02,229,319,89
A1_Cadera_Derecha,2024-04-08,3471.96,31.56,3,13,58.27,65.38,263,281,96
A1_Cadera_Derecha,2024-04-09,3237.01,29.26,1,10,58.41,69.07,215,312,92
A2_Rodilla_Derecha,2024-01-01,2824.31,26.34,0,6,55.63,65.91,184,168,40
A2_Rodilla_Derecha,2024-01-02,2425.89,22.7,5,13,54.42,62.99,188,283,79
A2_Rodilla_Derecha,2024-01-03,2434.56,22.73,5,12,56.35,67.09,174,164,74
A2_Rodilla_Derecha,2024-01-04,2293.14,22.38,2,9,60.16,69.55,199,232,56
A2_Rodilla_Derecha,2024-01-05,2156.54,21.05,1,6,52.66,62.15,205,278,44
A2_Rodilla_Derecha,2024-01-06,2478.96,22.16,0,7,56.02,67.67,195,241,43
A2_Rodilla_Derecha,2024-01-07,2320.39,21.47,0,6,54.28,62.24,179,208,42
A2_Rodilla_Derecha,2024-01-08,2484.73,21.96,3,10,56.42,68.91,138,219,64
A2_Rodilla_Derecha,2024-01-09,2211.96,20.13,0,5,55.57,63.42,201,278,37
A2_Rodilla_Derecha,2024-01-10,2362.84,20.88,0,6,56.72,65.96,211,196,37
A2_Rodilla_Derecha,2024-01-11,2526.75,24.59,1,8,57.38,71.53,199,281,49
A2_Rodilla_Derecha,2024-01-12,2565.92,23.69,1,6,55.81,68.45,165,248,43
A2_Rodilla_Derecha,2024-01-13,2575.14,23.19,3,8,57.31,68.0,199,216,57
A2_Rodilla_Derecha,2024-01-14,2262.31,21.76,0,6,51.75,60.46,203,233,47
A2_Rodilla_Derecha,2024-01-15,2653.84,21.96,0,3,58.04,67.54,219,221,30
A2_Rodilla_Derecha,2024-01-16,2355.96,19.4,0,6,56.1,66.74,165,274,41
A2_Rodilla_Derecha,2024-01-17,2613.91,24.56,3,9,57.22,67.8,180,270,63
A2_Rodilla_Derecha,2024-01-18,2498.09,22.77,0,7,53.55,63.88,201,201,43
A2_Rodilla_Derecha,2024-01-19,2252.25,20.73,4,10,54.17,64.61,186,238,73
A2_Rodilla_Derecha,2024-01-20,2443.08,20.88,0,7,55.73,65.83,160,225,41
A2_Rodilla_Derecha,2024-01-21,2565.77,23.3,1,6,55.47,63.23,194,286,45
A2_Rodilla_Derecha,2024-01-22,2610.33,25.73,3,10,55.95,65.47,197,212,59
A2_Rodilla_Derecha,2024-01-23,2474.62,23.32,0,7,57.24,69.47,186,294,41
A2_Rodilla_Derecha,2024-01-24,2775.72,25.4,2,7,52.68,60.58,189,249,51
A2_Rodilla_Derecha,2024-01-25,2681.35,23.94,1,9,57.06,67.2,179,217,55
A2_Rodilla_Derecha,2024-01-26,2453.8,21.91,1,6,55.51,64.46,217,231,44
A2_Rodilla_Derecha,2024-01-27,2635.02,21.83,1,8,55.17,65.89,165,227,53
A2_Rodilla_Derecha,2024-01-28,2848.08,26.15,0,7,53.15,62.91,172,214,42
A2_Rodilla_Derecha,2024-01-29,2852.89,26.78,2,10,56.3,69.61,185,252,57
A2_Rodilla_Derecha,2024-01-30,2278.96,19.14,3,11,51.64,63.1,204,215,74
A2_Rodilla_Derecha,2024-01-31,2333.22,20.55,1,6,56.54,64.55,152,188,45
A2_Rodilla_Derecha,2024-02-01,2767.29,24.0,1,5,53.11,64.89,156,239,38
A2_Rodilla_Derecha,2024-02-02,2309.51,20.03,1,6,55.59,64.61,140,199,41
A2_Rodilla_Derecha,2024-02-03,2261.94,20.62,3,10,55.31,64.71,185,228,59
A2_Rodilla_Derecha,2024-02-04,2412.49,19.85,0,7,57.37,68.47,160,224,46
A2_Rodilla_Derecha,2024-02-05,2575.64,24.03,3,9,55.21,64.78,176,225,58
A2_Rodilla_Derecha,2024-02-06,2481.57,23.31,3,8,54.39,66.59,199,306,57
A2_Rodilla_Derecha,2024-02-07,2382.9,21.41,3,10,54.69,63.72,170,251,62
A2_Rodilla_Derecha,2024-02-08,2378.64,19.14,2,7,57.54,66.86,190,256,52
A2_Rodilla_Derecha,2024-02-09,2371.78,20.57,2,10,56.36,65.61,178,200,55
A2_Rodilla_Derecha,2024-02-10,2341.69,22.52,1,10,54.88,64.31,199,231,51
A2_Rodilla_Derecha,2024-02-11,2910.69,23.68,0,7,55.12,67.71,195,256,43
A2_Rodilla_Derecha,2024-02-12,2553.55,22.87,3,10,52.99,64.69,169,221,64
A2_Rodilla_Derecha,2024-02-13,2659.62,23.0,0,6,56.12,69.87,181,275,41
A2_Rodilla_Derecha,2024-02-14,2411.97,22.73,1,5,52.68,67.49,207,216,38
A2_Rodilla_Derecha,2024-02-15,2466.53,21.75,0,5,56.7,65.24,193,241,39
A2_Rodilla_Derecha,2024-02-16,2371.56,21.96,1,6,55.71,66.34,154,233,41
A2_Rodilla_Derecha,2024-02-17,2022.69,18.95,3,8,59.32,67.58,199,254,54
A2_Rodilla_Derecha,2024-02-18,2251.96,22.31,1,9,53.74,62.76,161,232,49
A2_Rodilla_Derecha,2024-02-19,2174.09,19.56,0,6,55.34,64.64,216,242,44
A2_Rodilla_Derecha,2024-02-20,2095.04,19.42,1,8,58.38,66.87,207,243,51
A2_Rodilla_Derecha,2024-02-21,2284.84,19.29,0,6,57.41,65.91,191,229,42
A2_Rodilla_Derecha,2024-02-22,2738.49,26.09,2,8,54.39,64.61,188,263,57
A2_Rodilla_Derecha,2024-02-23,2492.0,21.89,4,11,55.86,64.05,180,256,78
A2_Rodilla_Derecha,2024-02-24,2732.3,24.28,1,7,55.5,67.6,199,247,40
A2_Rodilla_Derecha,2024-02-25,2573.98,23.38,1,8,55.95,64.71,176,237,46
A2_Rodilla_Derecha,2024-02-26,2640.86,22.44,1,8,54.38,70.22,190,272,47
A2_Rodilla_Derecha,2024-02-27,2337.84,21.48,1,7,55.36,65.0,204,243,43
A2_Rodilla_Derecha,2024-02-28,2594.31,24.55,1,5,52.94,63.58,172,241,37
A2_Rodilla_Derecha,2024-02-29,2631.17,24.21,0,4,55.72,63.76,171,252,33
A2_Rodilla_Derecha,2024-03-01,2396.2,20.19,1,7,56.22,69.96,158,297,42
A2_Rodilla_Derecha,2024-03-02,2600.72,23.52,1,8,55.14,67.76,161,212,50
A2_Rodilla_Derecha,2024-03-03,2601.91,24.4,4,9,52.92,63.98,144,271,63
A2_Rodilla_Derecha,2024-03-04,2401.08,19.95,5,12,57.08,65.02,201,196,76
A2_Rodilla_Derecha,2024-03-05,2297.9,19.82,0,6,56.08,66.98,224,256,42
A2_Rodilla_Derecha,2024-03-06,2286.86,21.67,0,3,54.34,62.71,216,294,33
A2_Rodilla_Derecha,2024-03-07,2515.57,23.14,2,8,55.05,68.33,149,263,51
A2_Rodilla_Derecha,2024-03-08,2558.86,23.67,3,10,53.1,65.14,200,254,69
A2_Rodilla_Derecha,2024-03-09,2357.35,23.29,1,8,53.86,64.54,216,234,50
A2_Rodilla_Derecha,2024-03-10,2504.79,23.24,5,10,54.64,60.51,174,250,63
A2_Rodilla_Derecha,2024-03-11,2602.7,24.32,1,7,57.47,66.1,187,242,43
A2_Rodilla_Derecha,2024-03-12,2611.27,26.45,2,10,54.48,66.28,140,227,52
A2_Rodilla_Derecha,2024-03-13,2779.34,25.05,1,9,56.52,69.33,190,241,52
A2_Rodilla_Derecha,2024-03-14,2729.86,24.02,0,6,54.64,67.25,161,255,39
A2_Rodilla_Derecha,2024-03-15,2319.77,21.52,0,5,55.9,63.37,189,228,35
A2_Rodilla_Derecha,2024-03-16,2803.05,25.92,4,10,55.27,66.35,150,227,72
A2_Rodilla_Derecha,2024-03-17,2404.42,21.33,0,7,56.9,69.33,196,211,44
A2_Rodilla_Derecha,2024-03-18,2688.08,23.4,2,8,54.64,61.99,207,260,55
A2_Rodilla_Derecha,2024-03-19,2512.24,25.15,0,7,52.98,63.47,167,265,39
A2_Rodilla_Derecha,2024-03-20,2425.81,22.38,2,8,53.29,64.31,159,256,49
A2_Rodilla_Derecha,2024-03-21,2174.61,19.04,2,9,54.65,64.58,137,277,56
A2_Rodilla_Derecha,2024-03-22,2469.12,23.36,1,7,53.5,60.48,179,252,47
A2_Rodilla_Derecha,2024-03-23,2219.31,20.07,1,8,56.16,66.04,172,260,43
A2_Rodilla_Derecha,2024-03-24,2674.11,24.06,3,10,54.75,64.63,150,258,61
A2_Rodilla_Derecha,2024-03-25,2773.02,25.77,0,6,59.3,69.52,194,247,40
A2_Rodilla_Derecha,2024-03-26,2356.56,20.13,2,6,52.72,62.15,175,235,46
A2_Rodilla_Derecha,2024-03-27,2554.35,23.57,1,9,55.83,65.48,161,311,49
A2_Rodilla_Derecha,2024-03-28,2369.43,23.45,1,7,53.7,64.12,172,237,44
A2_Rodilla_Derecha,2024-03-29,2386.87,22.17,2,6,54.71,66.05,208,231,46
A2_Rodilla_Derecha,2024-03-30,2639.41,23.62,0,5,55.73,65.65,198,262,37
A2_Rodilla_Derecha,2024-03-31,2493.06,22.16,0,7,51.78,61.5,182,257,45
A2_Rodilla_Derecha,2024-04-01,2813.14,25.16,1,7,55.88,66.55,198,210,50
A2_Rodilla_Derecha,2024-04-02,2413.2,21.68,4,10,58.54,65.39,159,281,64
A2_Rodilla_Derecha,2024-04-03,2679.88,23.98,2,10,54.77,66.18,185,247,57
A2_Rodilla_Derecha,2024-04-04,2517.53,23.8,2,7,55.92,66.41,188,218,51
A2_Rodilla_Derecha,2024-04-05,2643.24,22.3,1,7,57.14,67.72,174,283,48
A2_Rodilla_Derecha,2024-04-06,2419.51,22.86,0,7,55.24,67.56,194,267,41
A2_Rodilla_Derecha,2024-04-07,2491.08,22.27,1,7,54.57,61.36,167,214,49
A2_Rodilla_Derecha,2024-04-08,2479.21,22.92,3,9,51.86,58.61,196,299,62
A2_Rodilla_Derecha,2024-04-09,2349.51,20.23,1,9,56.53,67.55,197,268,56
A3_Tobillo_Derecha,2024-01-01,1020.1,9.33,0,0,45.16,54.35,58,26,0
A3_Tobillo_Derecha,2024-01-02,544.05,5.44,0,1,48.35,57.55,83,78,11
A3_Tobillo_Derecha,2024-01-03,702.5,6.75,0,0,45.16,58.58,16,88,4
A3_Tobillo_Derecha,2024-01-04,702.03,6.09,0,0,42.62,53.52,58,41,0
A3_Tobillo_Derecha,2024-01-05,682.35,6.61,0,0,48.53,57.98,42,70,2
A3_Tobillo_Derecha,2024-01-06,583.13,7.54,0,2,46.59,56.8,46,66,9
A3_Tobillo_Derecha,2024-01-07,432.6,3.66,0,2,45.39,58.46,35,121,11
A3_Tobillo_Derecha,2024-01-08,716.68,6.93,0,1,44.91,58.19,51,123,1
A3_Tobillo_Derecha,2024-01-09,561.7,6.36,0,0,47.23,56.18,95,23,0
A3_Tobillo_Derecha,2024-01-10,715.48,7.64,0,0,44.63,55.05,27,139,4
A3_Tobillo_Derecha,2024-01-11,557.07,5.08,0,0,47.34,58.01,29,44,3
A3_Tobillo_Derecha,2024-01-12,502.06,2.18,0,1,46.37,54.99,26,97,8
A3_Tobillo_Derecha,2024-01-13,742.17,7.26,0,2,45.89,56.29,93,97,4
A3_Tobillo_Derecha,2024-01-14,727.17,4.39,0,2,45.73,56.24,44,42,10
A3_Tobillo_Derecha,2024-01-15,804.27,8.78,1,1,45.22,57.89,54,83,13
A3_Tobillo_Derecha,2024-01-16,1093.46,10.11,0,0,47.17,59.97,46,66,5
A3_Tobillo_Derecha,2024-01-17,749.91,7.82,0,0,44.12,53.99,34,85,3
A3_Tobillo_Derecha,2024-01-18,787.31,6.26,0,2,42.9,53.0,49,76,8
A3_Tobillo_Derecha,2024-01-19,506.04,3.05,0,0,46.48,58.25,109,103,0
A3_Tobillo_Derecha,2024-01-20,468.36,4.52,0,0,46.51,55.9,85,72,3
A3_Tobillo_Derecha,2024-01-21,984.91,8.92,0,3,46.27,57.89,36,65,16
A3_Tobillo_Derecha,2024-01-22,533.77,4.36,0,2,46.15,56.49,69,100,8
A3_Tobillo_Derecha,2024-01-23,512.09,4.74,0,0,44.99,53.65,36,86,0
A3_Tobillo_Derecha,2024-01-24,692.96,9.07,0,0,46.76,55.44,15,90,1
A3_Tobillo_Derecha,2024-01-25,683.77,7.05,1,2,45.43,58.68,77,51,13
A3_Tobillo_Derecha,2024-01-26,537.55,5.94,0,1,44.72,54.92,80,40,5
A3_Tobillo_Derecha,2024-01-27,645.1,6.71,1,4,45.0,58.62,78,54,19
A3_Tobillo_Derecha,2024-01-28,921.29,9.85,0,1,48.73,58.26,44,52,8
A3_Tobillo_Derecha,2024-01-29,554.92,4.85,0,1,42.72,53.78,51,92,9
A3_Tobillo_Derecha,2024-01-30,449.14,2.03,0,3,46.3,61.35,71,97,16
A3_Tobillo_Derecha,2024-01-31,869.67,7.72,0,0,42.81,51.3,63,65,6
A3_Tobillo_Derecha,2024-02-01,788.61,7.98,0,1,45.33,52.22,46,110,3
A3_Tobillo_Derecha,2024-02-02,588.31,4.38,0,0,44.81,57.75,19,108,0
A3_Tobillo_Derecha,2024-02-03,415.21,3.6,0,0,42.16,51.09,57,76,3
A3_Tobillo_Derecha,2024-02-04,565.97,4.45,1,0,46.12,56.58,78,46,5
A3_Tobillo_Derecha,2024-02-05,690.15,7.78,0,0,44.89,54.28,28,114,0
A3_Tobillo_Derecha,2024-02-06,909.82,9.02,0,1,42.14,53.15,69,68,4
A3_Tobillo_Derecha,2024-02-07,513.42,5.32,1,2,46.84,55.54,62,73,11
A3_Tobillo_Derecha,2024-02-08,684.79,6.85,0,1,47.8,57.95,71,60,4
A3_Tobillo_Derecha,2024-02-09,821.53,7.43,0,3,47.88,59.24,74,45,10
A3_Tobillo_Derecha,2024-02-10,271.37,2.66,0,0,46.07,54.66,39,28,7
A3_Tobillo_Derecha,2024-02-11,886.08,6.87,0,0,45.57,54.74,19,87,4
A3_Tobillo_Derecha,2024-02-12,487.16,2.24,0,1,47.63,57.47,43,48,14
A3_Tobillo_Derecha,2024-02-13,759.76,7.06,0,0,48.19,55.98,74,155,4
A3_Tobillo_Derecha,2024-02-14,744.4,7.09,0,1,47.31,57.01,43,39,5
A3_Tobillo_Derecha,2024-02-15,895.23,9.35,0,0,43.99,54.72,39,34,3
A3_Tobillo_Derecha,2024-02-16,799.17,8.84,0,2,45.82,55.56,14,84,9
A3_Tobillo_Derecha,2024-02-17,272.09,4.04,0,0,46.2,56.19,93,112,4
A3_Tobillo_Derecha,2024-02-18,558.74,4.08,0,3,42.6,53.07,73,71,18
A3_Tobillo_Derecha,2024-02-19,724.88,6.24,0,0,46.25,55.51,71,86,0
A3_Tobillo_Derecha,2024-02-20,664.9,6.52,0,2,49.14,60.95,76,18,12
A3_Tobillo_Derecha,2024-02-21,785.97,9.68,0,1,46.52,59.75,67,51,7
A3_Tobillo_Derecha,2024-02-22,842.09,9.14,0,1,47.86,57.48,49,39,0
A3_Tobillo_Derecha,2024-02-23,809.52,8.48,0,0,45.79,57.21,51,16,6
A3_Tobillo_Derecha,2024-02-24,661.43,5.63,1,2,45.38,55.43,45,73,17
A3_Tobillo_Derecha,2024-02-25,367.66,2.46,1,2,46.11,57.3,112,7,9
A3_Tobillo_Derecha,2024-02-26,618.01,6.41,0,0,44.19,57.67,67,32,3
A3_Tobillo_Derecha,2024-02-27,774.95,5.94,0,0,43.96,55.42,44,54,0
A3_Tobillo_Derecha,2024-02-28,503.72,4.34,0,0,47.53,54.66,65,46,0
A3_Tobillo_Derecha,2024-02-29,813.63,7.28,0,4,47.7,59.06,32,81,18
A3_Tobillo_Derecha,2024-03-01,863.51,9.44,0,1,43.91,56.76,88,78,4
A3_Tobillo_Derecha,2024-03-02,722.84,6.22,0,3,47.05,57.13,40,95,8
A3_Tobillo_Derecha,2024-03-03,148.52,0.8,1,2,45.36,57.75,66,91,13
A3_Tobillo_Derecha,2024-03-04,469.94,4.78,0,1,46.04,55.23,78,101,4
A3_Tobillo_Derecha,2024-03-05,1039.51,8.75,0,0,46.24,53.91,63,69,1
A3_Tobillo_Derecha,2024-03-06,601.62,5.51,0,0,47.09,57.86,57,78,6
A3_Tobillo_Derecha,2024-03-07,342.85,3.03,0,0,45.63,52.8,55,84,0
A3_Tobillo_Derecha,2024-03-08,922.34,8.11,0,3,47.76,57.8,53,73,8
A3_Tobillo_Derecha,2024-03-09,702.4,7.18,0,1,46.0,58.94,42,58,6
A3_Tobillo_Derecha,2024-03-10,898.89,6.64,0,2,46.5,53.37,45,60,12
A3_Tobillo_Derecha,2024-03-11,749.85,6.3,0,1,44.17,52.24,87,47,10
A3_Tobillo_Derecha,2024-03-12,782.54,7.8,0,3,48.95,57.49,52,81,9
A3_Tobillo_Derecha,2024-03-13,765.34,6.34,0,1,46.25,56.63,37,67,9
A3_Tobillo_Derecha,2024-03-14,825.55,5.9,1,5,46.64,56.45,43,51,18
A3_Tobillo_Derecha,2024-03-15,1109.94,10.76,0,0,42.93,56.09,79,51,9
A3_Tobillo_Derecha,2024-03-16,874.78,9.08,0,0,44.18,56.5,69,36,0
A3_Tobillo_Derecha,2024-03-17,415.54,3.73,0,0,47.48,58.92,67,97,8
A3_Tobillo_Derecha,2024-03-18,780.4,5.13,0,3,45.96,56.74,49,72,9
A3_Tobillo_Derecha,2024-03-19,905.47,8.94,0,1,42.44,53.69,67,45,13
A3_Tobillo_Derecha,2024-03-20,916.49,6.67,1,1,47.16,56.02,40,92,11
A3_Tobillo_Derecha,2024-03-21,623.21,5.97,0,2,44.63,56.76,49,54,5
A3_Tobillo_Derecha,2024-03-22,909.69,7.38,0,1,47.76,56.15,76,30,4
A3_Tobillo_Derecha,2024-03-23,866.99,6.72,0,3,45.36,57.45,74,98,14
A3_Tobillo_Derecha,2024-03-24,1163.05,10.13,0,0,45.83,58.58,33,54,7
A3_Tobillo_Derecha,2024-03-25,565.0,4.95,0,1,47.39,58.29,36,58,6
A3_Tobillo_Derecha,2024-03-26,608.67,4.89,0,0,44.06,54.23,57,71,3
A3_Tobillo_Derecha,2024-03-27,644.9,6.45,0,0,43.91,55.17,92,101,6
A3_Tobillo_Derecha,2024-03-28,611.76,5.12,0,1,45.19,50.25,12,70,6
A3_Tobillo_Derecha,2024-03-29,539.8,5.89,0,0,46.82,57.9,61,36,0
A3_Tobillo_Derecha,2024-03-30,202.72,2.12,0,1,43.37,53.66,24,85,3
